day	file	pop	resamp	time	lat	long	flow	bluk_red	salinity	temperature	event_rate	fluorescence	evt	opp	n	conc	fsc_small	fsc_perp	fsc_big	pe	chl_small	chl_big	fsc_small_sd	fsc_perp_sd	fsc_big_sd	pe_sd	chl_small_sd	chl_big_sd
2009_313	170	ultra	170	2009-11-09 08:35:32	47.89501	-122.37033	2472.197	18.608	NA	NA	3018	5.31	540160	25501	1018	2.9204	31246	29159.6	0	1188.7	35848.1	21515	2663.4	2725.2	0	1795.3	3029	3272.1
2009_313	172.52	beads	171,172,173,174	2009-11-09 08:43:05	47.9099	-122.35631	2474.121	21.867	NA	NA	4254.246	5.31	757728.16	28870.97	390	0.3368	36982	35650.8	0	44315.4	22820	12256.6	3461.9	3150.9	0	3557.7	4564.1	3782.4
2009_313	172.76	diatoms	171,172,173,174,175	2009-11-09 08:43:49	47.91167	-122.35541	2473.98	21.811	NA	NA	4257.388	5.31	758298.51	28909.47	338	0.2335	46750.2	44512	0	8791.9	56977.1	41043.8	3198	3608.9	0	16527	3606.8	3392.8
2009_313	171	ultra	171	2009-11-09 08:38:32	47.89968	-122.36344	2475.607	20.029	NA	NA	3258	5.31	578432	26326	1276	3.735	31234.8	29103.4	0	1148.8	35511.9	21324.8	2877	2925.3	0	1349.3	3024	3229.1
2009_313	173.08	nano	172,173,174	2009-11-09 08:44:47	47.91375	-122.35366	2473.684	22.501	NA	NA	4602.128	5.31	820283.9	29721.06	406	0.5066	45919.8	43500.4	0	3050.6	50995.5	34791.8	2319.9	2625.1	0	6954.3	3360.5	2800
2009_313	172	ultra	172	2009-11-09 08:41:32	47.90618	-122.35845	2473.05	21.952	NA	NA	4241	5.31	755712	29214	1597	5.5193	30959.8	28738.7	0	1203.4	34843.2	20841.3	3165	3262.1	0	1048.2	3159.9	3278.4
2009_313	174.48	synecho	173,174,175,176	2009-11-09 08:48:59	47.92355	-122.34831	2473.692	22.441	NA	NA	4709.551	5.31	839126.28	30123.8	316	0.2957	23973.2	22052.5	0	20193	22203.9	12358.3	5266.1	5111.9	0	4062.3	3955.3	3483.8
2009_313	173	ultra	173	2009-11-09 08:44:33	47.9136	-122.35338	2473.05	22.749	NA	NA	4705	5.31	838016	29771	1691	6.3312	31134.6	28985.4	0	1301.3	34712.8	20841.2	3302.7	3357.3	0	1270.9	3249.1	3253.4
2009_313	174	ultra	174	2009-11-09 08:47:33	47.9198	-122.35017	2474.755	22.704	NA	NA	4791	5.31	854656	30072	1693	6.5153	31462.3	29286.3	0	1286	34827.1	20800	3327.1	3320.4	0	865.7	3284.4	3439
2009_313	175.97	nano	175,176,177	2009-11-09 08:53:28	47.93384	-122.34348	2473	21.985	NA	NA	4631.968	5.31	825716.76	30273.95	410	0.4979	46291.8	43877.6	0	2974.1	51254.3	35001.4	2344.8	2672.2	0	6608.8	3303.2	2844.5
2009_313	176.6	beads	175,176,177,178	2009-11-09 08:55:20	47.93829	-122.3418	2472.537	22.068	NA	NA	4558.223	5.31	812630.47	30099.1	376	0.3425	37550.1	35943.9	0	45024	23291.5	12783.7	2472.2	2177.7	0	2349.8	3355	3608.7
2009_313	175	ultra	175	2009-11-09 08:50:33	47.92716	-122.34659	2473.05	22.383	NA	NA	4765	5.31	849920	30349	1700	6.3649	31363.8	29184.6	0	1331.7	34767.5	20852.1	3366.6	3398.3	0	1304.3	3267.7	3334
2009_313	177.99	diatoms	176,177,178,179,180	2009-11-09 08:59:31	47.94854	-122.33798	2473.05	22.845	NA	NA	4744.519	5.31	846371.28	29893.58	341	0.2626	47336.4	45107.6	0	8445.7	57492.8	41398.5	3366.6	3685.7	0	16141.7	3833.6	3663.8
2009_313	176	ultra	176	2009-11-09 08:53:33	47.93416	-122.34284	2473.903	21.909	NA	NA	4576	5.31	813696	30321	1568	5.7101	31226.9	29068.4	0	1272.8	34861.6	20921.7	3404.2	3422	0	599	3231.2	3334.6
2009_313	178.94	synecho	177,178,179,180,181	2009-11-09 09:02:22	47.95577	-122.33607	2472.83	23.261	NA	NA	4894.922	5.31	871419.55	29794.45	345	0.2736	24292.8	22419.5	0	19981.2	22094.8	11844.8	6981.5	6908.2	0	3922.4	3822.2	3623.5
2009_313	177	ultra	177	2009-11-09 08:56:33	47.94078	-122.34065	2472.197	21.618	NA	NA	4535	5.31	809600	30154	1604	5.8452	31457.7	29250.8	0	1312	34964.9	20919.9	3289.3	3272.2	0	1041.4	3202.9	3379.8
2009_313	179.04	nano	178,179,180	2009-11-09 09:02:39	47.95631	-122.33532	2473.104	23.618	NA	NA	4886.655	5.31	872516.22	29661.17	394	0.5206	45949.5	43601.2	0	3450.2	50786.4	34576.1	2105.7	2313.8	0	8083.1	3334.9	2702.8
2009_313	178	ultra	178	2009-11-09 08:59:32	47.94828	-122.33819	2471.344	22.443	NA	NA	4396	5.31	783872	29642	1584	5.6223	31219.3	29043.1	0	1358.6	34852.3	20835.4	3232.3	3297.7	0	1667.1	3158.3	3321
2009_313	180.65	beads	179,180,181,182	2009-11-09 09:07:29	47.96899	-122.33368	2472.825	24.14	NA	NA	5254.059	5.31	930746.05	29652.49	441	0.4644	36899.1	35083.1	0	44508.5	22984.7	12279.4	2077.2	1815.4	0	1942.9	3067.8	3274
2009_313	179	ultra	179	2009-11-09 09:02:33	47.95594	-122.33533	2473.903	23.981	NA	NA	4952	5.31	885504	29732	1627	6.4477	31191.1	29002.7	0	1300.7	34550.1	20584.2	3289.1	3299.1	0	1462.6	3213.4	3329.8
2009_313	180	ultra	180	2009-11-09 09:05:33	47.96381	-122.33275	2473.903	24.317	NA	NA	5261	5.31	939008	29610	1557	6.5559	31189.5	28945.9	0	1261.8	34416.8	20533.8	3218.8	3278.2	0	1222.1	3197	3350.2
2009_313	182.07	nano	181,182,183	2009-11-09 09:11:45	47.9802	-122.33405	2471.542	23.748	NA	NA	5251.108	5.31	922981.46	29606.15	434	0.6097	45830.7	43280.7	0	3269	50742.7	34605.1	2118.4	2338.5	0	7602.4	3319.7	2757.6
2009_313	183.08	diatoms	181,182,183,184,185	2009-11-09 09:14:46	47.98837	-122.3361	2472.092	23.772	NA	NA	5235.747	5.31	925265.45	30286.18	308	0.2517	47078.3	44768.5	0	8484.5	57157.3	41198.5	3365	3714.7	0	16076.2	3954.3	3599.4
2009_313	181	ultra	181	2009-11-09 09:08:33	47.97227	-122.33268	2473.05	24.277	NA	NA	5395	5.31	950656	29783	1536	6.6784	30944.1	28675.3	0	1260.5	34235.7	20390.1	3182.3	3297.9	0	928.1	3219.1	3370.6
2009_313	184	synecho	182,183,184,185,186	2009-11-09 09:17:32	47.99554	-122.33792	2471.556	23.677	NA	NA	5241.577	5.31	928458.6	30520.75	326	0.2665	25041	22949.1	0	19523.8	21668.5	11537	7372.6	7498.9	0	3680.2	3598	3566.4
2009_313	182	ultra	182	2009-11-09 09:11:33	47.97936	-122.33348	2471.344	24.093	NA	NA	5394	5.31	949376	29518	1636	7.1182	31169	28839.6	0	1269.2	34384.6	20437.9	3231.1	3269.5	0	738.5	3197.8	3345.5
2009_313	183.42	beads	183,184	2009-11-09 09:15:46	47.99084	-122.33656	2471.2	23.155	NA	NA	5008	5.31	884474.25	30066.73	356	0.7062	37219.6	35219.7	0	44637.3	23018.2	12507.3	2057.8	1712.8	0	1819.4	2981.6	3273.7
2009_313	183	ultra	183	2009-11-09 09:14:32	47.98741	-122.33568	2470.49	23.012	NA	NA	5008	5.31	877184	29540	1698	6.7384	31150.8	28849.3	0	1289.6	34602.9	20773.9	3230.7	3295.2	0	1076	3177.8	3452.4
2009_313	185.03	nano	184,185,186	2009-11-09 09:20:36	48.00377	-122.34022	2471.855	23.779	NA	NA	5287.485	5.31	941963.84	31153.68	454	0.6184	45748.3	43272.8	0	3234	50449.3	34357.5	2096.4	2450.3	0	7197.8	3157	2569.4
2009_313	184	ultra	184	2009-11-09 09:17:32	47.99566	-122.3378	2472.197	23.357	NA	NA	5008	5.31	894720	30807	1817	7.2056	31080.9	28758.7	0	1321.5	34705.4	20809.2	3288.7	3297.1	0	928.5	3162	3347.9
2009_313	185.53	beads	185,186	2009-11-09 09:22:06	48.00774	-122.3414	2471.699	23.987	NA	NA	5424.456	5.31	965088.31	31326.36	307	0.6469	37364.4	35332.2	0	44626.3	22889	12036.1	1906.5	1699.1	0	1789	2939	3472.9
2009_313	185	ultra	185	2009-11-09 09:20:32	48.00392	-122.34	2473.05	24.013	NA	NA	5330	5.31	946176	31491	1821	7.4378	31298.3	28907.5	0	1331.2	34758.4	20766.7	3208.6	3275.1	0	985.7	3243.2	3417.2
2009_313	187.97	diatoms	186,187,188,189,190	2009-11-09 09:29:26	48.02656	-122.3515	2473.85	24.033	NA	NA	5447.649	5.31	965228.57	31020.09	336	0.283	47349.8	44989.1	0	9220.9	57607.2	41539.7	3600.9	4026.2	0	16938.3	4101.5	3864.2
2009_313	186	ultra	186	2009-11-09 09:23:32	48.01116	-122.34266	2470.49	23.965	NA	NA	5509	5.31	982016	31179	1855	7.8215	31211.7	28863.5	0	1346.4	34684.8	20733.8	3239.5	3309.8	0	908.7	3161.7	3349.4
2009_313	187.54	beads	187,188	2009-11-09 09:28:10	48.0236	-122.34864	2477.139	23.87	NA	NA	5433.358	5.31	962275.56	31257.02	324	0.6812	37852.8	35682.8	0	45175.1	23792	12862.2	2152.7	1826.3	0	2074.3	3108.4	3489.2
2009_313	188.03	nano	187,188,189	2009-11-09 09:29:37	48.02722	-122.3512	2474.019	24.08	NA	NA	5438.253	5.31	960278.95	30935.16	435	0.6105	45509.7	43014.4	0	3068.1	50226.2	34184.5	2117.3	2451.7	0	6883.7	3178.9	2552.1
2009_313	187	ultra	187	2009-11-09 09:26:33	48.01935	-122.34588	2473.903	23.868	NA	NA	5454	5.31	966656	31307	1888	7.9497	31237.2	28846.7	0	1332	34788.7	20880.5	3188.1	3321.1	0	927.8	3224	3330.7
2009_313	188	ultra	188	2009-11-09 09:29:33	48.02718	-122.35096	2479.86	23.871	NA	NA	5416	5.31	958592	31215	1796	7.3155	31183.5	28863.9	0	1366.9	34771.1	20942.4	3236.7	3286.6	0	1048.8	3176.8	3361.9
2009_313	190.08	beads	189,190,191	2009-11-09 09:35:46	48.04076	-122.36459	2470.781	23.98	NA	NA	5338.267	5.31	947714.26	30649.54	454	0.638	36953.7	34987.8	0	44393.8	22451.9	12184.6	1542.9	1249.1	0	1343	2449	3229.9
2009_313	189	ultra	189	2009-11-09 09:32:33	48.03456	-122.35635	2468.781	24.467	NA	NA	5444	5.31	955904	30334	1731	7.3037	30974.5	28647.5	0	1359.5	34724.3	20677.8	3297.7	3375.5	0	1017.2	3204.1	3332.8
2009_313	191.11	nano	190,191,192	2009-11-09 09:38:52	48.04562	-122.37441	2471.783	23.17	NA	NA	5094.527	5.31	909404.66	30719.82	431	0.5698	45262.3	42679.1	0	3362.6	49894.6	33914.1	2000	2328.2	0	7340.4	2778.1	2347.6
2009_313	190	ultra	190	2009-11-09 09:35:33	48.04165	-122.36282	2475.607	24.018	NA	NA	5419	5.31	964608	31031	1844	7.759	30740.4	28431.1	0	1349.5	34668.3	20827.6	3222.7	3245.9	0	681.5	3152.6	3269.2
2009_313	192.59	diatoms	191,192,193,194	2009-11-09 09:43:19	48.05127	-122.39102	2471.947	23.046	NA	NA	4956.511	5.31	880935.03	30525.16	305	0.2938	46361.7	43915.3	0	9283.9	56560.5	40597.8	3779.4	4256.1	0	16992	4221.1	3891.5
2009_313	191	ultra	191	2009-11-09 09:38:33	48.04506	-122.37253	2468.781	23.56	NA	NA	5193	5.31	928512	30618	2033	8.318	30799.2	28505.9	0	1333.8	34682.5	20803.5	3167.5	3202.2	0	911.6	3245.3	3400
2009_313	192.5	beads	192,193	2009-11-09 09:43:03	48.05084	-122.39013	2472.632	22.677	NA	NA	4809.178	5.31	852982.74	30413.46	304	0.5692	36617.1	34731.9	0	44159.2	22217.3	11902.1	1086.1	849.6	0	915.8	2132.3	3415.4
2009_313	192	ultra	192	2009-11-09 09:41:33	48.04893	-122.38429	2471.344	22.25	NA	NA	4782	5.31	854400	30573	2149	8.0515	30802.4	28472.6	0	1341.1	34705.7	20830.7	3155.6	3218	0	1132.2	3243.7	3358.2
2009_313	194.06	nano	193,194,195	2009-11-09 09:47:43	48.058	-122.40607	2474.258	22.923	NA	NA	4853.365	5.31	862147.41	30381.28	469	0.6018	44908.6	42246	0	2544.8	50164.7	34126.9	2064	2388.5	0	5861.8	2820.3	2212.2
2009_313	195.05	synecho	193,194,195,196,197	2009-11-09 09:50:41	48.0645	-122.41426	2473.334	22.916	NA	NA	4743.676	5.31	844023.22	30028.43	306	0.2291	23120.8	21073.1	0	19304.6	21366.8	11409.4	6098.8	6081.9	0	4043.7	3933.3	3676.6
2009_313	193	ultra	193	2009-11-09 09:44:33	48.05271	-122.3959	2473.903	23.099	NA	NA	4836	5.31	851584	30256	2271	8.4998	30562.7	28243.7	0	1310.5	34656.9	20723.3	3131.4	3130.8	0	906.8	3124.2	3267
2009_313	194.46	beads	194,195	2009-11-09 09:48:56	48.05992	-122.41017	2474.229	22.895	NA	NA	4884.815	5.31	870715.03	30473.65	399	0.7679	36982	35043.2	0	44479.3	22773.4	12141.4	1781.1	1516.8	0	1620.8	2709.4	3440.4
2009_313	194	ultra	194	2009-11-09 09:47:33	48.05698	-122.40716	2473.05	23.219	NA	NA	5031	5.31	894208	30695	2149	8.5193	30457.6	28139.5	0	1313.4	34655.1	20737.2	3171.9	3208.8	0	828.4	3172.5	3337.6
2009_313	197.08	diatoms	195,196,197,198,199	2009-11-09 09:56:47	48.07731	-122.43174	2472.788	22.555	NA	NA	4560.984	5.31	815039.49	29705.42	375	0.2808	45385.6	43023.5	0	7197.2	55646.8	39681.5	3634.7	3985.3	0	14442.5	4166.2	3813.7
2009_313	195	ultra	195	2009-11-09 09:50:33	48.06335	-122.41369	2475.607	22.517	NA	NA	4714	5.31	843264	30215	2269	8.4865	30392.4	28077.7	0	1284.7	34530.2	20684	3099.1	3146	0	880.6	3103.7	3369.3
2009_313	196.51	nano	196,197	2009-11-09 09:55:05	48.07394	-122.42651	2472.197	22.885	NA	NA	4592.639	5.31	819816.33	29563.22	319	0.5974	44962.1	42357.4	0	2327.1	49977.5	33958.2	1903.5	2225.1	0	5320.3	2991.7	2414
2009_313	196.47	beads	196,197	2009-11-09 09:54:57	48.07364	-122.42611	2472.197	22.875	NA	NA	4595.335	5.31	820291.48	29567.24	349	0.6536	37065.2	34930.4	0	44526.6	22981.9	12446.9	2046.8	1733.4	0	1776.5	2658.4	3293.9
2009_313	196	ultra	196	2009-11-09 09:53:33	48.07048	-122.42183	2472.197	22.766	NA	NA	4624	5.31	825344	29610	2211	8.281	30034.1	27712.6	0	1276.5	34416.4	20573.8	3187.8	3210.4	0	902.3	3173.5	3291.3
2009_313	197	ultra	197	2009-11-09 09:56:33	48.0772	-122.43093	2472.197	22.998	NA	NA	4563	5.31	814592	29519	2326	8.7117	30007	27666.8	0	1239.6	34298.6	20414.8	3178	3205.8	0	1175	3184.5	3335.4
2009_313	198.45	nano	198,199	2009-11-09 10:00:53	48.08611	-122.44391	2472.197	22.289	NA	NA	4468.538	5.31	798916.92	29622.37	312	0.5685	44699.1	41972.8	0	2873.2	49859.6	33726.7	1997.2	2268.1	0	6626.4	3071.7	2330.5
2009_313	198.54	beads	198,199	2009-11-09 10:01:10	48.08672	-122.4448	2472.197	22.286	NA	NA	4465.714	5.31	798555.43	29628.11	350	0.6377	36455.5	34180.5	0	43711.9	21964	11782.6	1087.5	823.1	0	898.9	2258.7	3167.9
2009_313	200.03	synecho	198,199,200,201,202	2009-11-09 10:05:37	48.09547	-122.45859	2472.893	22.598	NA	NA	4575.784	5.31	815111.13	29703.72	305	0.2222	22430.6	20201.5	0	18794.2	21071.8	11184.2	6156.7	6214.3	0	3765.9	3572	3855.1
2009_313	198	ultra	198	2009-11-09 09:59:33	48.08324	-122.43965	2472.197	22.304	NA	NA	4482	5.31	800640	29595	2325	8.4726	30033.7	27625.2	0	1256	34305.9	20315.5	3175.5	3232.5	0	998.5	3151.9	3332.7
2009_313	199	ultra	199	2009-11-09 10:02:33	48.08964	-122.44914	2472.197	22.272	NA	NA	4452	5.31	796800	29656	2392	8.7168	30037.7	27647.3	0	1259.5	34245.2	20337.3	3198.4	3224.9	0	851	3166.7	3293.1
2009_313	200.56	beads	200,201	2009-11-09 10:07:13	48.09882	-122.46273	2473.05	22.402	NA	NA	4415.47	5.31	786621.53	29441.03	389	0.7085	36719.7	34352.3	0	44043.7	22249.2	11988.3	1292.6	1031.1	0	1296.9	2530.6	3365.2
2009_313	200.46	nano	200,201	2009-11-09 10:06:56	48.0982	-122.46181	2473.05	22.232	NA	NA	4408.315	5.31	785396.29	29453.79	317	0.5622	44454.3	41744.9	0	2739	49373.9	33382.8	1930.6	2323.4	0	6117	2795.9	2139.7
2009_313	201.38	diatoms	200,201,202,203	2009-11-09 10:09:41	48.10294	-122.47165	2473.6	22.789	NA	NA	4711.135	5.31	837115.59	29825.46	319	0.2985	45730	43203.1	0	8138.3	55714.5	39853.6	3856	4282.1	0	15700.7	4557.2	4106.7
2009_313	200	ultra	200	2009-11-09 10:05:33	48.09527	-122.45741	2473.05	21.416	NA	NA	4374	5.31	779520	29515	2436	8.6405	30076.6	27701.4	0	1261.1	34313.3	20493.5	3289.3	3287.6	0	1066.8	3158.5	3318.7
2009_313	201	ultra	201	2009-11-09 10:08:33	48.1016	-122.4669	2473.05	23.175	NA	NA	4448	5.31	792192	29383	2251	8.2001	30219.7	27861.9	0	1243.2	34460.8	20582	3193.6	3238.5	0	614.2	3180.1	3422.5
2009_313	202.46	nano	202,203	2009-11-09 10:12:55	48.10835	-122.48326	2474.295	23.322	NA	NA	5073.183	5.31	899006.18	30282.43	317	0.628	44668.9	41957.5	0	2965.6	49812	33730.6	2069.7	2394.2	0	6291.6	2980.5	2401.1
2009_313	202.51	beads	202,203	2009-11-09 10:13:05	48.10852	-122.4838	2474.34	23.281	NA	NA	5071.615	5.31	898838.97	30275.9	390	0.7726	37365.5	35031.4	0	44789.1	23277.6	12585.6	2164	2070	0	1915.3	2941.5	3472.9
2009_313	202	ultra	202	2009-11-09 10:11:33	48.10684	-122.47855	2473.903	23.682	NA	NA	5087	5.31	900480	30340	2136	8.4648	30333.3	27942.6	0	1304.9	34396.3	20573.5	3063	3122.9	0	1113.2	3146	3338
2009_313	205.16	synecho	203,204,205,206,207	2009-11-09 10:21:01	48.11907	-122.51169	2473.91	20.353	NA	NA	3864.314	5.31	690942.42	28288.18	325	0.2085	23070.2	20925.6	0	18943.3	21526.9	11574.4	6396.6	6398.9	0	3927	3767.5	3490.7
2009_313	203	ultra	203	2009-11-09 10:14:33	48.11012	-122.48879	2474.755	22.9	NA	NA	5057	5.31	897280	30215	2135	8.458	30271.4	27854.7	0	1338.6	34419.8	20551.1	3113.2	3157	0	1143	3164.8	3313.1
2009_313	204.49	nano	204,205	2009-11-09 10:19:01	48.11555	-122.50536	2473.467	20.587	NA	NA	3888.916	5.31	699262.35	28482.23	311	0.5111	44641.7	41948.3	0	2600.2	49789.3	33787.9	2114.7	2471.8	0	6207.6	2951.9	2342.9
2009_313	204.51	beads	204,205	2009-11-09 10:19:04	48.11562	-122.50555	2473.482	20.579	NA	NA	3882.655	5.31	698037.13	28455.48	371	0.6097	37093.1	34681.6	0	44434.8	22622.7	12345.3	1708.2	1403.3	0	1610.3	2722.1	3462.6
2009_313	205.43	diatoms	204,205,206,207	2009-11-09 10:21:50	48.12003	-122.51472	2473.701	19.936	NA	NA	3654.162	5.31	655276.66	27975.83	321	0.2515	45908.5	43454.6	0	9302.4	56173.2	40266.5	3711.5	4122.5	0	17558.5	4530.6	4163.2
2009_313	204	ultra	204	2009-11-09 10:17:34	48.11378	-122.49995	2473.05	20.802	NA	NA	4059	5.31	732544	29209	2542	8.5657	30094.3	27697.1	0	1239.6	34273	20379	3187	3230	0	640	3122.3	3306.6
2009_313	205	ultra	205	2009-11-09 10:20:33	48.1174	-122.51101	2473.903	20.361	NA	NA	3711	5.31	664448	27722	2594	8.3218	30022.6	27587	0	1234.1	34145.8	20284.7	3219.3	3253	0	636.5	3127.1	3300.9
2009_313	206.5	nano	206,207	2009-11-09 10:25:03	48.12528	-122.52534	2473.897	19.187	NA	NA	3389.355	5.31	605768.67	27423.44	310	0.4641	44723	42005	0	3733.1	49865.2	33721.5	1873.9	2261.4	0	8712.3	2916.1	2269.7
2009_313	206.54	beads	206,207	2009-11-09 10:25:10	48.12558	-122.52561	2473.829	19.168	NA	NA	3381.358	5.31	604289.58	27397.89	486	0.7276	36908.1	34567.4	0	44304.7	22544.9	12225.1	1627.4	1355.2	0	1481.1	2737	3388.2
2009_313	206	ultra	206	2009-11-09 10:23:33	48.12157	-122.52189	2474.755	19.423	NA	NA	3490	5.31	624384	27745	2741	8.3908	29978.8	27547.8	0	1235.9	34148.3	20316.1	3222.9	3230.4	0	931.4	3166.4	3205.5
2009_313	207	ultra	207	2009-11-09 10:26:33	48.12895	-122.52874	2473.05	18.953	NA	NA	3290	5.31	587392	27106	2892	8.474	29907.2	27468.8	0	1237.8	34085.5	20243.7	3219.7	3238.4	0	864.9	3126.6	3416.1
2009_313	208.54	nano	208,209	2009-11-09 10:31:09	48.14333	-122.5442	2474.297	18.557	NA	NA	2960.602	5.31	528258.75	25895.09	372	0.5114	44739.7	41936.2	0	2902.8	49675.9	33636.9	1978.6	2371.3	0	6977.4	2819.6	2237.5
2009_313	208.56	beads	208,209	2009-11-09 10:31:13	48.14353	-122.54438	2474.277	18.557	NA	NA	2958.859	5.31	527914	25892.73	448	0.6159	36834.6	34523.9	0	44170.9	22359.5	11869.9	1526.3	1424.4	0	1381.7	2556.2	3259.2
2009_313	209.47	diatoms	208,209,210,211	2009-11-09 10:33:57	48.14988	-122.54577	2474.34	18.628	NA	NA	2999.705	5.31	534445.14	26272.64	380	0.2612	44159	41458.5	0	6848.9	54596	38706.7	3938.4	4251.2	0	14818.2	4480.5	4038.5
2009_313	209.5	synecho	208,209,210,211	2009-11-09 10:34:02	48.15009	-122.54584	2474.333	18.63	NA	NA	2999.912	5.31	534447.75	26284.12	319	0.2193	23028.8	20586.5	0	18499.7	20923.2	11382	6279.9	6141.4	0	3799.9	3602.3	3459
2009_313	208	ultra	208	2009-11-09 10:29:33	48.1387	-122.54004	2474.755	18.563	NA	NA	3002	5.31	536448	25951	3104	8.7102	29753.9	27313.3	0	1179.8	33916	20275.2	3201.5	3236.5	0	712.3	3121.9	3301.7
2009_313	209	ultra	209	2009-11-09 10:32:33	48.14732	-122.54779	2473.903	18.552	NA	NA	2925	5.31	521216	25847	3310	8.9198	29666.6	27211.1	0	1202.1	33724	20028.4	3311.1	3324.1	0	742.9	3136.2	3310.1
2009_313	210.52	nano	210,211	2009-11-09 10:37:06	48.15733	-122.54779	2474.345	18.705	NA	NA	3038.188	5.31	540384.18	26679.46	362	0.4976	44785.4	42000.2	0	2593.9	49393.6	33466.7	2043.4	2404.4	0	5835	2888.2	2215.7
2009_313	210.51	beads	210,211	2009-11-09 10:37:04	48.15724	-122.54778	2474.334	18.704	NA	NA	3036.396	5.31	540064.06	26674.49	543	0.7464	37281.9	34893.2	0	44479.6	22666.9	12258.4	1397	1185.3	0	1315.5	2450.7	3173.5
2009_313	210	ultra	210	2009-11-09 10:35:33	48.15367	-122.54748	2473.903	18.671	NA	NA	2966	5.31	527488	26479	3420	9.2162	29656	27261.4	0	1201.9	33683.5	19971.1	3270.6	3253.1	0	1028.1	3129.3	3378
2009_313	211	ultra	211	2009-11-09 10:38:33	48.16071	-122.54808	2474.755	18.736	NA	NA	3105	5.31	552320	26865	3400	9.3461	29873.7	27441	0	1279.7	33760.7	20046.5	3297.6	3315.6	0	911.4	3149.3	3298.6
2009_313	212.44	nano	212,213	2009-11-09 10:42:51	48.17089	-122.55176	2473.633	19.415	NA	NA	3335.486	5.31	591125	27372.09	317	0.4643	45153.6	42518.8	0	2882.8	50010.4	34000.6	2178.3	2622.5	0	6767	3103.8	2510.9
2009_313	212.5	beads	212,213	2009-11-09 10:43:03	48.17136	-122.55194	2473.468	19.446	NA	NA	3338.644	5.31	591974.85	27353.13	509	0.7456	37384.2	35143.9	0	44712.6	22879	12372.8	1494.7	1261.9	0	1410	2457.3	3031
2009_313	213.38	diatoms	212,213,214,215	2009-11-09 10:45:41	48.17821	-122.55429	2472.98	20.559	NA	NA	3621.828	5.31	643440.65	28062.62	367	0.2811	44674.9	42081	0	6167.4	55393.8	39280.1	3496.7	3962.8	0	13642.2	3821.8	3643.2
2009_313	213.86	synecho	212,213,214,215,216	2009-11-09 10:47:08	48.18198	-122.55521	2472.797	20.888	NA	NA	3768.759	5.31	669567.26	28288.08	345	0.2163	22563.5	20669.6	0	19081.5	21400.9	11149.9	5881.2	5934.6	0	3890.4	3604.1	3884.1
2009_313	212	ultra	212	2009-11-09 10:41:33	48.16768	-122.55053	2474.755	19.207	NA	NA	3314	5.31	585344	27501	3371	9.6607	29883.7	27538.6	0	1308	33872.9	20091.7	3344.2	3329.6	0	1108.6	3137.7	3364.8
2009_313	213	ultra	213	2009-11-09 10:44:33	48.175	-122.55333	2472.197	19.682	NA	NA	3363	5.31	598528	27207	3198	9.5821	29709.5	27371.8	0	1234.1	33862	20140.9	3269.3	3294.2	0	1095.5	3138	3428.2
2009_313	214.48	beads	214,215	2009-11-09 10:49:00	48.18674	-122.55725	2472.229	21.865	NA	NA	3962.769	5.31	705531.2	28893.1	480	0.7893	36796.6	34826.4	0	44423.3	22523.8	12405	1562.3	1381.5	0	1330.7	2495.2	3062.9
2009_313	214.98	nano	214,215,216	2009-11-09 10:50:29	48.19065	-122.55785	2472.188	22.034	NA	NA	4107.507	5.31	730846.23	28991.34	379	0.4258	44539	41887.8	0	2102.7	49864.4	33650.3	2157.6	2509.7	0	4695.5	3125.5	2622.7
2009_313	214	ultra	214	2009-11-09 10:47:34	48.18333	-122.55583	2473.05	22.036	NA	NA	3790	5.31	675840	28485	2800	8.9858	29741.6	27458.6	0	1218.2	33872.6	20086.4	3160.4	3120.8	0	676.2	3072.1	3276.6
2009_313	215	ultra	215	2009-11-09 10:50:33	48.19041	-122.55878	2471.344	21.68	NA	NA	4149	5.31	737536	29333	2590	8.7334	29594.2	27299.3	0	1220.6	33768.1	19986.5	3153.8	3173	0	791.4	3096.2	3386
2009_313	216.46	beads	216,217	2009-11-09 10:54:56	48.20239	-122.55909	2474.15	22.918	NA	NA	4509.358	5.31	796205.78	29121.7	397	0.7228	36443	34570.6	0	44178.9	22293.6	12152.4	1172.3	927.2	0	1000.3	2303.6	3098.7
2009_313	217.35	diatoms	216,217,218,219	2009-11-09 10:57:36	48.20913	-122.55924	2477.048	23.585	NA	NA	4826.259	5.31	799791.2	27846.54	301	0.2893	45511.2	43205.5	0	10656.9	56560	40449.9	3940	4409.7	0	18996.9	4438.4	4240.8
2009_313	216	ultra	216	2009-11-09 10:53:34	48.19878	-122.55897	2472.197	22.426	NA	NA	4403	5.31	782592	29157	2395	8.7277	29527.3	27259.4	0	1218.5	33638.7	19984.3	3251.6	3236.4	0	684.7	3124.4	3333.8
2009_313	217.85	nano	217,218,219	2009-11-09 10:59:06	48.21298	-122.55934	2478.874	24.034	NA	NA	4972.477	5.31	807872.2	27457.96	321	0.4232	44118.4	41615.7	0	2126.3	49069.5	33070.2	2041.1	2399.6	0	4293.2	2852.5	2159.5
2009_313	217	ultra	217	2009-11-09 10:56:33	48.20666	-122.55922	2476.458	23.5	NA	NA	4635	5.31	812288	29080	2295	8.5808	29673.1	27389.3	0	1226.2	33670.3	19903	3122.5	3159.9	0	703.6	3054.5	3301.3
